item_id,name,rune_weight,jet,coefficient,pdb,last_updated_fr,Actualisation,rune_last_update,price,runes_qty,focus_runes_qty,profitability,focus_profitability
11760,Rune Do Pou,5.0,8,2221,103.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,273,457.5,166.8,124897.5,45536.4
11760,Rune Do Terre,5.0,7,2221,90.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1246,400.9,165.5,499521.4,206213.0
11760,Rune Do Feu,5.0,7,2221,90.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,982,400.9,165.5,393683.8,162521.0
11760,Rune Do Air,5.0,7,2221,90.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1293,400.9,165.5,518363.7,213991.5
11760,Rune Do Neutre,5.0,7,2221,90.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1094,400.9,165.5,438584.6,181057.0
11761,Rune Fo,1.0,26,1376,76.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,89,1054.8,736.7,93877.2,65566.3
11761,Rune Vi,0.2,276,1376,161.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,2224.1,779.2,271340.2,95062.4
11761,Rune Sa,3.0,26,1376,228.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,1045.7,270.8,78427.5,20310.0
11761,Rune Ine,1.0,26,1376,76.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,1054.8,736.7,79110.0,55252.5
11761,Rune Cri,10.0,4,1376,117.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1875,161.5,75.7,302812.5,141937.5
11761,Rune Pui,2.0,26,1376,152.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,46,1048.0,387.3,48208.0,17815.8
11761,Rune Invo,30.0,2,1376,175.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,2457,80.5,26.2,197788.5,64373.4
11761,Rune Ré Pa,7.0,6,1376,123.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,185,242.2,108.6,44807.0,20091.0
11761,Rune Ré Feu,6.0,4,1376,70.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,37,162.5,122.3,6012.5,4525.1
11761,Rune Ré Air,6.0,4,1376,70.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,90,162.5,122.3,14625.0,11007.0
11761,Rune Prospe,3.0,8,1376,70.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,93,324.9,244.6,30215.7,22747.8
11761,Rune Ré Neutre,2.0,4,1376,24.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,20,167.0,355.3,3340.0,7106.0
11757,Rune Fo,1.0,36,101,96.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,89,97.5,840.1,8677.5,74768.9
11757,Rune Vi,0.2,226,101,121.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,122,122.2,852.3,14908.4,103980.6
11757,Rune Sa,3.0,36,101,287.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,75,96.9,311.9,7267.5,23392.5
11757,Rune Ine,1.0,36,101,96.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,75,97.5,840.1,7312.5,63007.5
11757,Rune Cri,10.0,4,101,107.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,1875,10.8,84.5,20250.0,158437.5
11757,Rune Invo,30.0,1,101,80.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,2457,2.7,27.7,6633.9,68058.9
11757,Rune Ré Pa,7.0,4,101,75.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,185,10.9,118.5,2016.5,21922.5
11757,Rune Prospe,3.0,8,101,64.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,93,21.8,274.7,2027.4,25547.1
11757,Rune So,10.0,6,101,160.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,278,16.2,87.2,4503.6,24241.6
11757,Rune Fui,4.0,4,101,43.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,414,11.0,203.4,4554.0,84207.6
11757,Rune Do Terre,5.0,8,101,107.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,1246,21.7,169.1,27038.2,210698.6
11757,Rune Do Feu,5.0,8,101,107.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,982,21.7,169.1,21309.4,166056.2
11757,Rune Do Neutre,5.0,8,101,107.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-06 11:47:00,1094,21.7,169.1,23739.8,184995.4
11741,Rune Fo,1.0,36,120,105.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,89,126.9,1097.6,11294.1,97686.4
11741,Rune Vi,0.2,276,120,161.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,122,194.0,1125.5,23668.0,137311.0
11741,Rune Sa,3.0,40,120,350.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,75,140.1,406.6,10507.5,30495.0
11741,Rune Ine,1.0,50,120,146.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,75,175.8,1118.0,13185.0,83850.0
11741,Rune Cri,10.0,4,120,117.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,1875,14.1,110.3,26437.5,206812.5
11741,Rune Ga Pme,90.0,1,120,262.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,23950,3.5,13.1,83825.0,313745.0
11741,Rune Ré Pme,7.0,4,120,82.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,619,14.1,155.1,8727.9,96006.9
11741,Rune Ini,0.1,350,120,102.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,106,123.4,1096.1,13080.4,116186.6
11741,Rune Tac,4.0,7,120,82.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,775,24.7,271.5,19142.5,210412.5
11741,Rune Do Terre,5.0,10,120,146.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,1246,35.2,223.6,43859.2,278605.6
11741,Rune Do Feu,5.0,8,120,117.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,982,28.2,220.7,27692.4,216727.4
11741,Rune Do Air,5.0,13,120,190.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,1293,45.6,228.0,58960.8,294804.0
11741,Rune Do Neutre,5.0,10,120,146.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 10:55:00,1094,35.2,223.6,38508.8,244618.4
11756,Rune Vi,0.2,300,382,177.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,122,677.7,910.1,82679.4,111032.2
11756,Rune Sa,3.0,36,382,318.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,75,405.6,326.9,30420.0,24517.5
11756,Rune Cha,1.0,36,382,106.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,31,408.1,874.8,12651.1,27118.8
11756,Rune Age,1.0,36,382,106.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,131,408.1,874.8,53461.1,114598.8
11756,Rune Cri,10.0,4,382,118.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,1875,45.3,88.1,84937.5,165187.5
11756,Rune Invo,30.0,1,382,89.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,2457,11.4,28.9,28009.8,71007.3
11756,Rune Prospe,3.0,20,382,177.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,93,225.9,303.4,21008.7,28216.2
11756,Rune Ré Neutre,2.0,8,382,48.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,20,91.8,422.7,1836.0,8454.0
11756,Rune Fui,4.0,4,382,48.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,414,45.9,211.3,19002.6,87478.2
11756,Rune Ré Cri,2.0,8,382,48.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,460,91.8,422.7,42228.0,194442.0
11756,Rune Do Eau,5.0,8,382,118.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,929,90.6,176.1,84167.4,163596.9
11756,Rune Do Air,5.0,8,382,118.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,1293,90.6,176.1,117145.8,227697.3
11756,Rune Do Neutre,5.0,8,382,118.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-31 03:59:00,1094,90.6,176.1,99116.4,192653.4
11745,Rune Fo,1.0,40,2416,104.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,89,2532.0,757.2,225348.0,67390.8
11745,Rune Vi,0.2,176,2416,92.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,2231.0,751.0,272182.0,91622.0
11745,Rune Sa,3.0,36,2416,281.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,2265.1,281.8,169882.5,21135.0
11745,Rune Age,1.0,40,2416,104.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,131,2532.0,757.2,331692.0,99193.2
11745,Rune Cri,10.0,2,2416,52.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1875,127.8,73.1,239625.0,137062.5
11745,Rune Ré Feu,6.0,8,2416,125.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,37,505.6,127.9,18707.2,4732.3
11745,Rune Ini,0.1,350,2416,91.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,106,2218.5,750.7,235161.0,79574.2
11745,Rune Prospe,3.0,16,2416,125.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,93,1011.2,255.9,94041.6,23798.7
11745,Rune Ret Pme,7.0,4,2416,73.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,384,254.2,105.9,97612.8,40665.6
11745,Rune Do Terre,5.0,8,2416,104.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1246,506.4,151.4,630974.4,188644.4
11745,Rune Do Air,5.0,8,2416,104.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1293,506.4,151.4,654775.2,195760.2
11745,Rune Do Neutre,5.0,8,2416,104.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1094,506.4,151.4,554001.6,165631.6
11740,Rune Fo,1.0,36,213,101.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,89,216.1,1043.9,19232.9,92907.1
11740,Rune Vi,0.2,176,213,99.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,122,211.3,1042.8,25778.6,127221.6
11740,Rune Sa,3.0,36,213,302.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,75,214.6,381.4,16095.0,28605.0
11740,Rune Cha,1.0,36,213,101.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,31,216.1,1043.9,6699.1,32360.9
11740,Rune Age,1.0,36,213,101.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,131,216.1,1043.9,28309.1,136750.9
11740,Rune Po,51.0,1,213,143.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,8860,6.0,20.9,53160.0,185174.0
11740,Rune Ga Pme,90.0,1,213,252.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,23950,6.0,12.4,143700.0,296980.0
11740,Rune Prospe,3.0,26,213,218.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,93,155.2,367.5,14433.6,34177.5
11740,Rune Ré Neutre,2.0,8,213,45.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,20,48.6,508.0,972.0,10160.0
11740,Rune Ret Pa,7.0,4,213,79.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,178,24.1,147.5,4289.8,26255.0
11740,Rune Do Terre,5.0,8,213,112.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,1246,48.0,209.9,59808.0,261535.4
11740,Rune Do Eau,5.0,8,213,112.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,929,48.0,209.9,44592.0,194997.1
11740,Rune Do Air,5.0,8,213,112.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,1293,48.0,209.9,62064.0,271400.7
11740,Rune Do Neutre,5.0,8,213,112.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:32:00,1094,48.0,209.9,52512.0,229630.6
11750,Rune Vi,0.2,350,380,205.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,122,781.8,946.9,95379.6,115521.8
11750,Rune Sa,3.0,40,380,352.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,75,445.9,340.0,33442.5,25500.0
11750,Rune Ine,1.0,40,380,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,75,448.4,903.0,33630.0,67725.0
11750,Rune Cri,10.0,4,380,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,1875,44.8,90.3,84000.0,169312.5
11750,Rune Pui,2.0,20,380,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,46,224.2,451.5,10313.2,20769.0
11750,Rune Ini,0.1,350,380,103.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,106,392.8,895.7,41636.8,94944.2
11750,Rune Prospe,3.0,20,380,176.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,93,223.6,310.8,20794.8,28904.4
11750,Rune Fui,4.0,6,380,71.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,414,67.6,219.9,27986.4,91038.6
11750,Rune Ret Pa,7.0,4,380,82.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,178,45.0,126.5,8010.0,22517.0
11750,Rune Ré Pou,2.0,8,380,47.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,247,90.8,434.0,22427.6,107198.0
11750,Rune Do Feu,5.0,10,380,147.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,982,111.9,183.5,109885.8,180197.0
11750,Rune Do Neutre,5.0,10,380,147.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-30 08:59:00,1094,111.9,183.5,122418.6,200749.0
11754,Rune Vi,0.2,176,1759,93.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,1642.9,811.3,200433.8,98978.6
11754,Rune Sa,3.0,36,1759,284.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,1668.1,302.3,125107.5,22672.5
11754,Rune Cha,1.0,26,1759,69.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,31,1218.1,799.2,37761.1,24775.2
11754,Rune Cri,10.0,4,1759,106.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1875,186.5,81.8,349687.5,153375.0
11754,Rune Pui,2.0,26,1759,137.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,46,1209.3,416.7,55627.8,19168.2
11754,Rune Ré Terre,6.0,8,1759,127.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,221,372.3,138.0,82278.3,30498.0
11754,Rune Prospe,3.0,16,1759,127.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,93,744.6,276.0,69247.8,25668.0
11754,Rune Fui,4.0,4,1759,43.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,414,189.1,196.5,78287.4,81351.0
11754,Rune Ret Pa,7.0,4,1759,74.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,178,187.2,114.5,33321.6,20381.0
11754,Rune Do Feu,5.0,8,1759,106.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,982,372.9,163.5,366187.8,160557.0
11754,Rune Do Eau,5.0,8,1759,106.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,929,372.9,163.5,346424.1,151891.5
11754,Rune Do Air,5.0,8,1759,106.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1293,372.9,163.5,482159.7,211405.5
11754,Rune Do Neutre,5.0,8,1759,106.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1094,372.9,163.5,407952.6,178869.0
11755,Rune Fo,1.0,40,284,111.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,89,316.4,822.4,28159.6,73193.6
11755,Rune Vi,0.2,226,284,125.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,122,357.1,829.5,43566.2,101199.0
11755,Rune Sa,3.0,36,284,299.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,75,283.1,305.4,21232.5,22905.0
11755,Rune Ine,1.0,40,284,111.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,75,316.4,822.4,23730.0,61680.0
11755,Rune Po,51.0,1,284,141.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,8860,7.9,16.4,69994.0,145304.0
11755,Rune Ré Terre,6.0,8,284,133.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,221,63.2,138.9,13967.2,30696.9
11755,Rune Prospe,3.0,13,284,108.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,93,102.8,273.7,9560.4,25454.1
11755,Rune So,10.0,8,284,221.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,278,63.0,87.8,17514.0,24408.4
11755,Rune Fui,4.0,4,284,45.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,414,32.1,197.3,13289.4,81682.2
11755,Rune Ret Pme,7.0,4,284,78.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,384,31.8,115.1,12211.2,44198.4
11755,Rune Do Neutre,5.0,8,284,111.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 05:39:00,1094,63.3,164.5,69250.2,179963.0
11747,Rune Vi,0.2,276,2537,162.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,4121.6,961.1,502835.2,117254.2
11747,Rune Sa,3.0,38,2537,334.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,2828.3,349.0,212122.5,26175.0
11747,Rune Cha,1.0,38,2537,112.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,31,2845.2,936.0,88201.2,29016.0
11747,Rune Age,1.0,38,2537,112.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,131,2845.2,936.0,372721.2,122616.0
11747,Rune Ine,1.0,38,2537,112.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,2845.2,936.0,213390.0,70200.0
11747,Rune Po,51.0,1,2537,150.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,8860,74.7,18.7,661842.0,165682.0
11747,Rune Ré Pa,7.0,4,2537,82.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,185,300.5,131.6,55592.5,24346.0
11747,Rune Prospe,3.0,13,2537,115.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,93,973.2,312.5,90507.6,29062.5
11747,Rune So,10.0,5,2537,147.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,278,373.6,95.4,103860.8,26521.2
11747,Rune Ré Cri,2.0,13,2537,77.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,460,977.4,459.2,449604.0,211232.0
11747,Rune Do Feu,5.0,8,2537,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,982,598.7,187.8,587923.4,184419.6
11747,Rune Do Eau,5.0,8,2537,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,929,598.7,187.8,556192.3,174466.2
11747,Rune Do Air,5.0,8,2537,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1293,598.7,187.8,774119.1,242825.4
11752,Rune Vi,0.2,226,438,125.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,122,547.8,753.2,66831.6,91890.4
11752,Rune Sa,3.0,40,438,330.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,75,482.4,285.3,36180.0,21397.5
11752,Rune Cha,1.0,40,438,110.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,31,485.3,746.1,15044.3,23129.1
11752,Rune Cri,10.0,2,438,55.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,1875,24.5,71.9,45937.5,134812.5
11752,Rune Ré Air,6.0,8,438,132.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,90,96.9,126.2,8721.0,11358.0
11752,Rune Prospe,3.0,26,438,215.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,93,314.1,266.1,29211.3,24747.3
11752,Rune Fui,4.0,6,438,66.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,414,73.2,181.0,30304.8,74934.0
11752,Rune Ret Pa,7.0,-4,438,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,178,0.0,0.0,0.0,0.0
11752,Rune Ret Pme,7.0,4,438,77.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,384,48.7,104.2,18700.8,40012.8
11752,Rune Do Terre,5.0,8,438,110.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,1246,97.1,149.2,120986.6,185903.2
11752,Rune Do Eau,5.0,8,438,110.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:49:00,929,97.1,149.2,90205.9,138606.8
11759,Rune Vi,0.2,276,318,160.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,122,511.4,1022.3,62390.8,124720.6
11759,Rune Sa,3.0,38,318,331.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,75,350.9,369.1,26317.5,27682.5
11759,Rune Cha,1.0,38,318,111.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,31,353.0,997.4,10943.0,30919.4
11759,Rune Ine,1.0,38,318,111.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,75,353.0,997.4,26475.0,74805.0
11759,Rune Ré Terre,6.0,6,318,105.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,221,55.8,165.7,12331.8,36619.7
11759,Rune Ré Air,6.0,6,318,105.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,90,55.8,165.7,5022.0,14913.0
11759,Rune Ini,0.1,350,318,102.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,106,325.4,993.0,34492.4,105258.0
11759,Rune Prospe,3.0,16,318,140.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,93,148.4,337.3,13801.2,31368.9
11759,Rune So,10.0,8,318,232.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,278,74.0,105.8,20572.0,29412.4
11759,Rune Fui,4.0,6,318,70.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,414,56.0,244.3,23184.0,101140.2
11759,Rune Ret Pme,7.0,6,318,122.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,384,55.7,143.3,21388.8,55027.2
11759,Rune Do Feu,5.0,10,318,145.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,982,92.7,202.9,91031.4,199247.8
11759,Rune Do Eau,5.0,10,318,145.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 11:28:00,929,92.7,202.9,86118.3,188494.1
11736,Rune Fo,1.0,40,80,113.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,89,90.6,604.6,8063.4,53809.4
11736,Rune Vi,0.2,176,80,99.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,122,79.8,597.9,9735.6,72943.8
11736,Rune Sa,3.0,20,80,169.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,75,45.1,210.9,3382.5,15817.5
11736,Rune Ine,1.0,36,80,102.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,75,81.6,599.0,6120.0,44925.0
11736,Rune Po,51.0,1,80,144.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,8860,2.3,12.2,20378.0,108092.0
11736,Rune Prospe,3.0,8,80,68.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,93,18.2,194.1,1692.6,18051.3
11736,Rune Fui,4.0,-4,80,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,414,0.0,0.0,0.0,0.0
11736,Rune Ré Cri,2.0,13,80,73.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,460,29.6,292.5,13616.0,134550.0
11736,Rune Do Terre,5.0,8,80,113.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,1246,18.1,120.9,22552.6,150641.4
11736,Rune Do Feu,5.0,7,80,99.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,982,15.9,119.5,15613.8,117349.0
11736,Rune Do Neutre,5.0,8,80,113.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 07:27:00,1094,18.1,120.9,19801.4,132264.6
11746,Rune Vi,0.2,226,303,127.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,122,387.2,857.0,47238.4,104554.0
11746,Rune Sa,3.0,40,303,337.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,75,341.0,320.6,25575.0,24045.0
11746,Rune Age,1.0,26,303,73.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,131,224.0,830.0,29344.0,108730.0
11746,Rune Cri,10.0,4,303,113.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,1875,34.3,85.0,64312.5,159375.0
11746,Rune Pui,2.0,26,303,146.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,46,222.5,433.3,10235.0,19931.8
11746,Rune Ré Feu,6.0,6,303,102.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:41:00,37,51.5,140.7,1905.5,5205.9
