item_id,name,level,type
17122,Allume-feu,1,Alignement
17123,Viande Hachée,10,Viande
17118,Peau du Grand Kongoku,200,Peau
17119,Ceinture du K.O.,183,Ceinture
17110,Chapeau du Capitaine Pirate,93,Chapeau
17138,Viande Rassie,90,Viande
17139,Bidoche Rassie,90,Viande
17113,Clef du Bateau du Chouque,90,Clef
17129,Bidoche Minérale,40,Viande
17126,Viande Frelatée,30,Viande
17137,Bidoche Sanguinolente,80,Viande
17120,Amulette du K.O.,181,Amulette
17127,Bidoche Frelatée,30,Viande
17121,Bottes du K.O.,180,Bottes
17132,Viande Ladre,60,Viande
17131,Bidoche Tendre,50,Viande
17130,Viande Tendre,50,Viande
17114,Poils de Zatoïshwan,150,Poil
17116,Épaulière Massive du K.O.,180,Ressources diverses
17111,Alliance du Capitaine Pirate,94,Anneau
17136,Viande Sanguinolente,80,Viande
17125,Bidoche Faisandée,20,Viande
17115,Scalp d'Anatak,160,Peau
17117,Pied de Voldelor,200,Ressources diverses
17112,Clef de l'Arbre de Moon,100,Clef
17145,Bidoche Saignante,120,Viande
17141,Bidoche Exsudative,100,Viande
17140,Viande Exsudative,100,Viande
17146,Viande Persillée,130,Viande
17147,Bidoche Persillée,130,Viande
17143,Bidoche Séchée,110,Viande
17144,Viande Saignante,120,Viande
17156,Viande Gâtée,180,Viande
17152,Viande Fraîche,160,Viande
17169,Beignet Astrubien,20,Viande comestible
17165,Feuille de vieux grokoko,1,Île de Moon
17160,Viande Goûtue,200,Viande
17153,Bidoche Fraîche,160,Viande
17168,Boulette de Viande,10,Viande comestible
17155,Bidoche Maigre,170,Viande
17159,Bidoche Noire,190,Viande
17154,Viande Maigre,170,Viande
17151,Bidoche de Brousse,150,Viande
17166,Recycleur équitable,160,Prisme
17164,Feuille de salace marine,1,Île de Moon
17163,Huile de foie de tortue,1,Île de Moon
17158,Viande Noire,190,Viande
17161,Bidoche Goûtue,200,Viande
17162,Pulpe macérée de Nodkoko,1,Île de Moon
17142,Viande Séchée,110,Viande
17149,Bidoche Macérée,140,Viande
17150,Viande de Brousse,150,Viande
17157,Bidoche Gâtée,180,Viande
17167,Recycleur collectiviste,80,Prisme
17148,Viande Macérée,140,Viande
17189,Grillade Brâkmarienne,120,Viande comestible
17195,Daube aux Épices,150,Viande comestible
17172,Roulade de Carne Fortifiante,30,Viande comestible
17173,Papillote au Citron,40,Viande comestible
17175,Salade Sufokienne,50,Viande comestible
17196,Daube Fortifiante aux Épices,150,Viande comestible
17183,Pot-au-feu Goûteux,90,Viande comestible
17188,Pemmican Fortifiant aux Haricots,110,Viande comestible
17181,Terrine Bontarienne,80,Viande comestible
17185,Poêlée Paysanne,100,Viande comestible
17177,Friture Amaknéenne,60,Viande comestible
17190,Grillade Brâkmarienne Fortifiante,120,Viande comestible
17192,Marinade Sucrée-Salée Fortifiante,130,Viande comestible
17197,Mijoté Récréatif,160,Viande comestible
17184,Pot-au-feu Goûteux Fortifiant,90,Viande comestible
17179,Parmentier à l'Oignon,70,Viande comestible
17186,Poêlée Paysanne Fortifiante,100,Viande comestible
17170,Beignet Astrubien Fortifiant,20,Viande comestible
17194,Boudin Noir Fortifiant,140,Viande comestible
17198,Mijoté Récréatif Fortifiant,160,Viande comestible
17182,Terrine Bontarienne Fortifiante,80,Viande comestible
17171,Roulade de Carne,30,Viande comestible
17176,Salade Sufokienne Fortifiante,50,Viande comestible
17187,Pemmican aux Haricots,110,Viande comestible
17199,Filet Mignon,170,Viande comestible
17178,Friture Amaknéenne Fortifiante,60,Viande comestible
17193,Boudin Noir,140,Viande comestible
17180,Parmentier Fortifiant à l'Oignon,70,Viande comestible
17191,Marinade Sucrée-Salée,130,Viande comestible
17174,Papillote Fortifiante au Citron,40,Viande comestible
17216,Émoticônes Chacha,1,Parchemin d'émoticônes
17203,Andouillette de Gibier,190,Viande comestible
17209,Feuille de salace marine,1,Île de Moon
17206,Saucisse Fumée Fortifiante,200,Viande comestible
17228,Fragment de carte de Kongoku 7/8,200,Fragment de carte
17200,Filet Mignon Fortifiant,170,Viande comestible
17218,Émoticônes Bilby,1,Parchemin d'émoticônes
17208,Feuille de salace marine,1,Île de Moon
17202,Quenelle Tijan Fortifiante,180,Viande comestible
17229,Fragment de carte de Kongoku 8/8,200,Fragment de carte
17226,Fragment de carte de Kongoku 5/8,200,Fragment de carte
17201,Quenelle Tijan,180,Viande comestible
17223,Fragment de carte de Kongoku 2/8,200,Fragment de carte
17225,Fragment de carte de Kongoku 4/8,200,Fragment de carte
17211,Queue des 1001 Griffes,1,Cape d'apparat
17214,Culotte des 1001 Griffes,60,Ceinture
17224,Fragment de carte de Kongoku 3/8,200,Fragment de carte
17207,Recycleur Kokoko,40,Prisme
17205,Saucisse Fumée,200,Viande comestible
17215,Casque Tactile,1,Chapeau d'apparat
17217,Émoticônes Chienchien,1,Parchemin d'émoticônes
17213,Bottes des 1001 Griffes,60,Bottes
17227,Fragment de carte de Kongoku 6/8,200,Fragment de carte
17222,Fragment de carte de Kongoku 1/8,200,Fragment de carte
17212,Heaume des 1001 Griffes,1,Chapeau d'apparat
17219,Émoticônes Halouine,1,Parchemin d'émoticônes
17204,Andouillette de Gibier Fortifiante,190,Viande comestible
17221,Bandeau Bwork,140,Alignement
17210,Feuille de salace marine,1,Île de Moon
17235,Fragment de carte de Voldelor 4/8,200,Fragment de carte
17246,Fragment de carte du Guerrier du K.O. 5/5,180,Fragment de carte
17255,Coffre d'Anatak,160,Coffre
17254,Carte d'Anatak,160,Carte
17237,Fragment de carte de Voldelor 6/8,200,Fragment de carte
17233,Fragment de carte de Voldelor 2/8,200,Fragment de carte
17234,Fragment de carte de Voldelor 3/8,200,Fragment de carte
17253,Fragment de carte d'Anatak 5/5,160,Fragment de carte
17248,Coffre du Guerrier du K.O.,180,Coffre
17232,Fragment de carte de Voldelor 1/8,200,Fragment de carte
17250,Fragment de carte d'Anatak 2/5,160,Fragment de carte
17239,Fragment de carte de Voldelor 8/8,200,Fragment de carte
17243,Fragment de carte du Guerrier du K.O. 2/5,180,Fragment de carte
17251,Fragment de carte d'Anatak 3/5,160,Fragment de carte
17258,Fragment de carte de Zatoïshwan 2/5,150,Fragment de carte
17230,Carte de Kongoku,200,Carte
17257,Fragment de carte de Zatoïshwan 1/5,150,Fragment de carte
17244,Fragment de carte du Guerrier du K.O. 3/5,180,Fragment de carte
17259,Fragment de carte de Zatoïshwan 3/5,150,Fragment de carte
17252,Fragment de carte d'Anatak 4/5,160,Fragment de carte
17247,Carte du Guerrier du K.O.,180,Carte
17242,Fragment de carte du Guerrier du K.O. 1/5,180,Fragment de carte
17238,Fragment de carte de Voldelor 7/8,200,Fragment de carte
17256,Coffre de Zatoïshwan,150,Coffre
17245,Fragment de carte du Guerrier du K.O. 4/5,180,Fragment de carte
17236,Fragment de carte de Voldelor 5/8,200,Fragment de carte
17231,Coffre de Kongoku,200,Coffre
17240,Carte de Voldelor,200,Carte
17241,Coffre de Voldelor,200,Coffre
17249,Fragment de carte d'Anatak 1/5,160,Fragment de carte
17263,Cuillère Magique,140,Alignement
17271,Bouclier Exotique,1,Bouclier d'apparat
17282,Racine lunaire de ginsengoku,1,Île de Moon
17266,Faux de bonne qualité,140,Alignement
17265,Panier Repas,140,Alignement
17275,Orbe régénérant magistral,200,Orbe de forgemagie
17273,Orbe régénérant,120,Orbe de forgemagie
17283,Engrais de Moon,1,Île de Moon
17264,Clef de Roidébur Ghonde,140,Alignement
17284,Chapeau de l'Agence Touriste,1,Chapeau d'apparat
17270,Crâne de Lucius Drago,140,Alignement
17281,Jeune pousse de ginsengoku,1,Île de Moon
17274,Orbe régénérant majeur,180,Orbe de forgemagie
17288,Bouclier des Grocoricos,1,Bouclier d'apparat
17261,Fragment de carte de Zatoïshwan 5/5,150,Fragment de carte
17269,Faux Enchantée,140,Alignement
17260,Fragment de carte de Zatoïshwan 4/5,150,Fragment de carte
17278,Pièces mécaniques,136,Alignement
17268,Sac d'accessoires,140,Alignement
17279,Pièces mécaniques,136,Alignement
17276,Graine de ginsengoku,1,Île de Moon
17277,Pièces mécaniques,136,Alignement
17262,Carte de Zatoïshwan,150,Carte
17272,Orbe régénérant mineur,60,Orbe de forgemagie
17267,Vieil Os Enchanté,140,Alignement
17289,Bouclier des Redroz,1,Bouclier d'apparat
17285,Cape de l'Agence Touriste,1,Cape d'apparat
17280,Amulette de Mamie Voudou,1,Île de Moon
17286,Bouclier de l'Agence Touriste,1,Bouclier d'apparat
17287,Pelle de l'Agence Touriste,1,Arme d'apparat
17301,Ceinture des Redroz,40,Ceinture
17298,Casque des Pamous,1,Chapeau d'apparat
17302,Ceinture des Pamous,30,Ceinture
17379,Titard,60,Familier
17395,Troisième parchemin des Moonies,1,Île de Moon
17392,Premier parchemin des Moonies,1,Île de Moon
17407,Crochet du Chouque,1,Île de Moon
17396,Clef du Borgne,1,Île de Moon
17384,Pavillon noir,1,Île de Moon
17404,Œuf de dodoune,1,Île de Moon
17398,Trukipik,1,Personnage suiveur
17401,Colis urgent,1,Île de Moon
17403,Œuf de dodoune,1,Île de Moon
17394,Deuxième parchemin des Moonies,1,Île de Moon
17386,Geta Zardeuses,1,Objet d'apparat divers
17402,Œuf de dodoune,1,Île de Moon
17405,Œuf de dodoune,1,Île de Moon
17406,Mâchoire de pirate,1,Île de Moon
17397,Chapeau pirate,1,Île de Moon
17421,Bidoche Intangible,10,Viande
17418,Tataniké,112,Alignement
17420,Éthylique,1,Parchemin d'attitude
17414,Essence du Chouque,90,Essence de gardien de donjon
17417,Écaille de Draguaindrop,120,Alignement
17422,Bouillon de Chair Fortifiant,10,Viande comestible
17416,Caresseur du Chouque,85,Objet d'élevage
17441,Crâne d'Huppermage,1,Os
17455,Chapeau H'lnor,59,Chapeau d'apparat
17458,Harnachement de Dragodinde Brâkmarien,60,Harnachements de Dragodinde
17448,Coiffe Ondamentale,40,Chapeau
17446,Fluide visqueux,175,Alignement
17454,Cape Épinière,1,Cape d'apparat
17444,Lanières de knout,172,Ressources diverses
17452,Anneau Riginel,150,Anneau
17459,Harnachement de Dragodinde Bontarien,60,Harnachements de Dragodinde
17465,Caisse de la distillerie,179,Alignement
17468,Pipe à bulles,1,Quêtes principales
17460,Baguette Osseuse,173,Baguette
17440,Manuel du Tailleur pour les Nuls,155,Alignement
17451,L'Élémenture,130,Ceinture
17450,Bottes Initiales,100,Bottes
17457,Anneau Welle,59,Anneau
17469,Pipe à bulles,1,Quêtes principales
17466,Tofu somnolent,1,Quêtes principales
17442,Pointes de Knout,172,Ressources diverses
17447,Requêtes de Danathor,177,Alignement
17456,Souliers Pineux,59,Bottes
17453,Élémentaire,1,Parchemin d'attitude
17467,Tofu assommé,1,Quêtes principales
17449,Cape Rimordiale,80,Cape
17443,Manche de Knout,172,Ressources diverses
17491,Coiffe de Marline,1,Chapeau d'apparat
17486,Potion de remouflage améliorée,180,Alignement
17478,Bouss Baybe,1,Personnage suiveur
17489,Clochette de Lilotte,1,Chapeau d'apparat
17496,Bottes du Monarque,40,Bottes
17473,Sachet de poison,157,Alignement
17481,Dragodingo,1,Personnage suiveur
17498,Cape de Joris,1,Cape d'apparat
17472,Coffiot déverrouillé,176,Alignement
17479,Nono le Wobot,1,Personnage suiveur
17475,Sam Sagaz,1,Personnage suiveur
17476,Maître Boulet,1,Personnage suiveur
17470,Pipe à bulles,1,Quêtes principales
17495,Bottes de Marline,30,Bottes
17485,Aide de Joris,1,Bénédiction
17471,La Rune de l'Huppermage,1,Document
17490,Bandeau de Bakara,1,Chapeau d'apparat
17494,Épée du Garde Royal,1,Arme d'apparat
17482,Degolas,1,Personnage suiveur
17488,Torque du Monarque,40,Amulette
17499,Cape du Monarque,1,Cape d'apparat
17483,Prince Marchand,1,Personnage suiveur
17480,Armada l'Invincible,1,Personnage suiveur
17477,Roub' Ignolles,1,Personnage suiveur
17497,Cape de Bakara,1,Cape d'apparat
17493,Nunchaku des 1001 Griffes,1,Arme d'apparat
17474,Fiole de Poison,157,Alignement
17492,Bâton du Monarque,1,Arme d'apparat
17487,Collier de Khan Karkass,10,Amulette
17505,Casque du Garde Royal,1,Chapeau d'apparat
17506,Ceinture du Garde Royal,38,Ceinture
17522,Voile Eidolonique de Valet Veinard,1,Objet utilisable
17521,Voile Eidolonique de Chakaroze,1,Objet utilisable
17527,Bouclier des 1001 Griffes,1,Bouclier d'apparat
17523,Voile Eidolonique de Chakichan Énervé,1,Objet utilisable
17504,Torque des 1001 Griffes,60,Amulette
17518,Eidolon de Valet Veinard,1,Roleplay Buffs
17519,Eidolon de Chakichan Énervé,1,Roleplay Buffs
17526,Duelliste,1,Parchemin d'attitude
17502,Slip de Khan Karkass,10,Ceinture
17529,Elixir Huppermage,15,Potion de téléportation
17525,Bouquet de Roses démoniaques,30,Épée
17520,Voile Eidolonique de Pikbul,1,Objet utilisable
17511,Minikrone,1,Familier
17500,Cape de Julith,1,Cape d'apparat
17509,Épée de Julith,1,Arme d'apparat
17508,Collier de Lilotte,10,Amulette
17517,Eidolon de Chakaroze,1,Roleplay Buffs
17503,Ceinture du Monarque,40,Ceinture
17528,Fiole de l'îlot Estitch,180,Alignement
17510,Belladone de Brouture,180,Alignement
17507,Bottes du Garde Royal,38,Bottes
17516,Eidolon de Pikbul,1,Roleplay Buffs
17501,Couronne du Monarque,1,Chapeau d'apparat
17524,Fecaflip,2,Bottes
17553,Pierre à Aiguiser,1,Obsolète
17554,Liste du Major Qiu,1,Quêtes principales
17536,Déployer les ailes brâkmariennes,1,Parchemin d'attitude
17545,Exotisme,1,Bénédiction
17534,Bonbon Snik,100,Friandise
17532,Émoticônes Joris,1,Parchemin d'émoticônes
17557,Herbe à chacha mâchouillée,1,Quêtes principales
17559,Part de tarte sacrée,1,Dimensions Divines
17535,Déployer les ailes bontariennes,1,Parchemin d'attitude
17555,Souris chicoteuse,1,Quêtes principales
17558,Pelote de laine,1,Quêtes principales
17556,Balle à grelots,1,Quêtes principales
17564,Clef du Plateau de Ush,160,Clef
17565,Clef du Défi du Chalœil,200,Clef
17584,Cape d'Atcham,200,Cape
17585,Sandales d'Atcham,200,Bottes
17581,Collier du Valet Veinard,200,Amulette
17573,Couronne du Roi Joueur,200,Chapeau
17568,Larve pétrifiée d'Ecaflipuce,110,Ressources diverses
17582,Gant du Valet Veinard,200,Anneau
17587,Col de Ush,164,Amulette
17575,Bottes de la Dame du Hasard,200,Bottes
17576,Collier de la Dame du Hasard,200,Amulette
17571,Ecalice,1,Personnage suiveur
17588,Bottes de Ush,163,Bottes
17579,Casque du Chalœil,200,Chapeau
17566,Patte de Matougarou,1,Dimensions Divines
17578,Bottes du Chalœil,200,Bottes
17563,Clef du Miausolée du Pounicheur,110,Clef
17561,Atcham,1,Personnage suiveur
17567,Biscuit de chance,100,Ressources diverses
17580,Cape du Chalœil,200,Cape
17569,Griffe de Matougarou,150,Os
17577,Cape de la Dame du Hasard,200,Cape
17562,Trèfle à 4 feuilles,1,Dimensions Divines
17583,Cape du Valet Veinard,200,Cape
17589,Épée de Ush,165,Épée
17570,Carte du Grand Jeu,200,Ressources diverses
17560,Fan de Boufbowl,1,Personnage suiveur
17586,Sabres d'Atcham,200,Épée
17572,Bottes du Roi Joueur,200,Bottes
17574,Chevalière du Roi Joueur,200,Anneau
17608,Agent Pizzareta,1,Personnage suiveur
17611,Palpe de Pikbul,110,Ressources diverses
17619,Dent de Chakaroze,160,Os
17596,Bague des Ecaflipuces,114,Anneau
17597,Collier des Ecaflipuces,114,Amulette
17616,Poil de Chacrebleu,160,Poil
17603,Première partie du rapport de l'agent Taï,160,Dimensions Divines
17606,Kull,1,Personnage suiveur
17594,Ceinture du Pounicheur,114,Ceinture
17615,Queue de Chasquatch,160,Queue
17595,Scalp du Pounicheur,117,Chapeau
17593,Bottes du Pounicheur,118,Bottes
17612,Peau de Gériatique,110,Peau
17598,Cape des Ecaflipuces,112,Cape
17602,Trophée du Chaminou,160,Dimensions Divines
17607,Agent Pascal Ante,1,Personnage suiveur
17613,Épine de Grath,110,Os
17618,Oreille de Chargus,160,Oreille
17617,Collier de Chakichan,160,Vêtement
17599,Plan du circuit,110,Dimensions Divines
17610,Œil de Morcac,110,Œil
17604,Deuxième partie du rapport de l'agent Taï,160,Dimensions Divines
17591,Ceinture des Matougarous,160,Ceinture
17600,Paire de vieilles sandales,110,Dimensions Divines
17609,Patte de Pupuce,110,Patte
17605,Carte Averne,200,Dimensions Divines
17592,Anneau des Matougarous,161,Anneau
17601,Furoncle d'Ecaflipuce,110,Dimensions Divines
17590,Cape des Matougarous,162,Cape
17614,Glande du Pounicheur,110,Ressources diverses
17643,Carte d'Atcham,200,Carte
17632,Prototype GACOBI,1,Personnage suiveur
17646,Fragment de carte d'Atcham 3/8,200,Fragment de carte
17629,Bouclier expérimental en etork,80,Bouclier
17647,Fragment de carte d'Atcham 4/8,200,Fragment de carte
17636,Trèfle commun,200,Dimensions Divines
17628,Bouclier expérimental en laine,80,Bouclier
17638,Instrument de mesure,1,Dimensions Divines
17641,Cheveu d'Atcham,200,Poil
17648,Fragment de carte d'Atcham 5/8,200,Fragment de carte
17642,Titrukipu,160,Dimensions Divines
17623,Gilet du Valet,200,Vêtement
17645,Fragment de carte d'Atcham 2/8,200,Fragment de carte
17649,Fragment de carte d'Atcham 6/8,200,Fragment de carte
17634,Œufs d'ecaflipuce,1,Dimensions Divines
17631,Prototype ICKC,1,Personnage suiveur
17635,Bidule Technomagique,200,Dimensions Divines
17625,Sceau du Roi Joueur,200,Ressources diverses
17637,Incapaciteur temporel,200,Dimensions Divines
17626,Dé du Chalœil,200,Ressources diverses
17620,Moustache de Ush,160,Poil
17633,Bouclier en etork de synthèse,1,Dimensions Divines
17630,Prototype FMR,1,Personnage suiveur
17624,Ceinture de la Dame,200,Vêtement
17627,Bouclier expérimental en mousse,80,Bouclier
17640,Cobaye Matougarou,160,Dimensions Divines
17644,Fragment de carte d'Atcham 1/8,200,Fragment de carte
17639,Flamme de Ush Ghalesh,160,Dimensions Divines
17622,Plume du Cavalier,200,Plume
17621,Pique du Soldat,200,Ressource de combat
17665,Griffes d'Ecaflip,1,Bénédiction
17669,Œufs d'ecaflipuce,1,Dimensions Divines
17662,Sifflet abîmé,160,Dimensions Divines
17678,Sifflet de Nyan,160,Dimensions Divines
17660,Œil de Chasquatch,160,Dimensions Divines
17668,Œufs d'ecaflipuce,1,Dimensions Divines
17676,Fleur Champignonnière,160,Dimensions Divines
17671,Œufs d'ecaflipuce,1,Dimensions Divines
17670,Œufs d'ecaflipuce,1,Dimensions Divines
17661,Chanceux,1,Parchemin d'attitude
17675,Pathétique patte de pupuce,1,Krosmoz
17677,Champignon Floral,160,Dimensions Divines
17657,Œil de Chacrebleu,160,Dimensions Divines
17674,Ridicule patte de pupuce,1,Krosmoz
17658,Œil de Chakichan,160,Dimensions Divines
17679,Pâtée de l'espace,160,Dimensions Divines
17672,Appât de Chavanna,160,Dimensions Divines
17653,Coffre d'Atcham,200,Coffre
17654,Anneau Sram,200,Dimensions Divines
17652,Fragment de carte d'Atcham 8/8,200,Fragment de carte
17667,Pâtée d'Ecaflip,1,Viande comestible
17650,Croquette Kipu,160,Dimensions Divines
17666,Effet de la Pâtée d'Ecaflip,1,Nourriture boost
17663,Résine d'Herbe à Chacha,160,Dimensions Divines
17659,Œil de Chargus,160,Dimensions Divines
17664,Sifflet débouché,160,Dimensions Divines
17651,Fragment de carte d'Atcham 7/8,200,Fragment de carte
17673,Minuscule patte de pupuce,1,Krosmoz
17655,Poudre d'apparition,200,Dimensions Divines
17656,Chaldor,200,Dimensions Divines
17688,Enveloppe pour Chavanna,160,Dimensions Divines
17706,Bon pour une devinette,1,Dimensions Divines
17685,Étincelle divine,1,Quêtes principales
17690,Collier de Chabruti,1,Quêtes principales
17689,Caisse de Charblie,160,Dimensions Divines
17694,Vieille peau,1,Dimensions Divines
17696,Vieille peau,1,Dimensions Divines
17695,Vieille peau,1,Dimensions Divines
17698,Œil pétrifié,1,Dimensions Divines
17692,Poil de Chadik,1,Quêtes principales
17700,Chaperlipopette,1,Familier
17682,Sceptre du Roi Joueur,200,Bâton
17709,Main de Larry Slim,200,Dimensions Divines
17707,Bon pour une histoire,1,Dimensions Divines
17683,Hache du Chalœil,200,Hache
17684,Loupe d'improbabilité,80,Chapeau
17691,Oreille de Chalamalek,1,Quêtes principales
17705,Œil de Ush Iwa,160,Dimensions Divines
17687,Étincelle divine,1,Quêtes principales
17681,Arc du Chalœil,200,Arc
17680,Filet à chacha volant,160,Dimensions Divines
17693,Carte Battue,1,Quêtes principales
17697,Œil pétrifié,1,Dimensions Divines
17686,Étincelle divine,1,Quêtes principales
17699,Œil pétrifié,1,Dimensions Divines
17735,Essence du Chalœil,200,Essence de gardien de donjon
17739,Caresseur de Ush,155,Objet d'élevage
17719,Chathon,160,Dimensions Divines
17722,Botte de Chanvre,200,Dimensions Divines
17725,Viscères du Grand Jeu,200,Dimensions Divines
17726,Fiole anti-parasite,200,Dimensions Divines
17733,Bottes Dragocourse,40,Bottes
17710,Carte abîmée,1,Dimensions Divines
17721,Botte de Chanvre,200,Dimensions Divines
17732,Cape Dragocourse,1,Cape d'apparat
17712,Prudence,1,Bénédiction
17728,Ecaflipuces parasites,1,Malédiction
17723,Botte de Chanvre,200,Dimensions Divines
17724,Larve Mutante,200,Dimensions Divines
17737,Essence du Pounicheur,110,Essence de gardien de donjon
17713,Jeton du Chazino du Grand Jeu,200,Ressources diverses
17736,Essence de Ush,160,Essence de gardien de donjon
17714,Jeton du Chazino des Matougarous,160,Ressources diverses
17731,Coiffe Dragocourse,1,Chapeau d'apparat
17720,Chathon,160,Dimensions Divines
17717,Chathon,160,Dimensions Divines
17729,Carte du Destin,1,Dimensions Divines
17715,Jeton du Chazino des Ecaflipuces,110,Ressources diverses
17738,Foudroyeur du Pounicheur,105,Objet d'élevage
17711,Carte pliée,1,Dimensions Divines
17734,Ceinture Dragocourse,40,Ceinture
17730,Sanguinolent,1,Parchemin d'attitude
17718,Chathon,160,Dimensions Divines
17727,Carte Rongée,200,Dimensions Divines
17716,Fièvre du Jeu carabinée,1,Malédiction
17746,Bague Folklorique,1,Événements
17753,Onguent de Benn Zin,183,Alignement
17769,Plan du château de princesse,183,Alignement
17757,Pierre Sacrée d'Araknas,184,Alignement
17761,Documents sur les Pierres Sacrées d'Araknas,183,Alignement
17748,Joyau de Charité,1,Événements
17766,Potion de Gisgoul,30,Potion de téléportation
17756,Pierre Sacrée d'Araknas,183,Alignement
17762,Clef du repaire des Cybworks,183,Alignement
17750,Sceau d'Autorité,1,Événements
17764,Thalle de Champmane,181,Alignement
17765,Enveloppe pour Aspic Farnswotte,181,Alignement
17742,Sharivaton antique,1,Événements
17744,Atout,1,Événements
17760,Pierre Sacrée d'Araknas,186,Alignement
17752,Lettre de l'intendant San Lavalss,182,Alignement
17751,Marque des Favoris,1,Événements
17758,Pierre Sacrée d'Araknas,185,Alignement
17767,Gemme Rikiki,183,Alignement
17747,Gemme de Cruauté,1,Événements
17768,Bille Rikiki,183,Alignement
17740,Mangeoire du Chalœil,195,Objet d'élevage
17754,Piège à Crocodaille,183,Alignement
17749,Chevalière Bohème,1,Événements
17741,Phuan,1,Bénédiction
17745,Ticket Doré,1,Événements
17763,Boulon défectueux de Cybwork,183,Alignement
17743,Monnaie d'Appoint,1,Événements
17759,Pierre Sacrée d'Araknas,186,Alignement
17755,Crosodaille,183,Alignement
17779,Recette de dissolvant,185,Alignement
17791,Recette de la Soupe Populaire d'Astrub,188,Alignement
17772,Clef du caveau du Roi Léorictus,184,Clef
17776,Recette de la clef du caveau du Prince Djamal Brecht,184,Alignement
17793,Rubis Magique,189,Alignement
17794,Outils de Cambriolage,189,Alignement
17773,Recette de l'élixir d'Arakne,184,Alignement
17770,Château des Minipouffs,183,Alignement
17784,Bouclier du Tofu Royal,1,Bouclier d'apparat
17781,Dissolvant Phosphorescent,185,Préparation
17782,Choclier,1,Bouclier d'apparat
17792,Soupe Populaire d'Astrub,188,Objet utilisable
17771,Recette de la clef du caveau du Roi Léorictus,184,Alignement
17780,Fleur de Korriandre,180,Fleur
17785,Clef du Temple Maudit,186,Clef
17795,Tirubim,1,Familier
17774,Élixir d'Arakne,184,Potion
17783,Livre sur la Forêt Pétrifiée,187,Alignement
17777,Clef du caveau du Prince Djamal,184,Clef
17775,Urne du Roi Léorictus,184,Alignement
17786,Pacte de non-agression,186,Alignement
17778,Urne du Prince Djamal Brecht,184,Alignement
17809,Marteau d'Ereziah,100,Marteau
17813,Glub,1,Familier
17804,Talisman de Grassimore,190,Alignement
17806,Matériel de gobelins des glaces,190,Alignement
17811,Transformation en Arakne,1,Objet de Mutation
17808,Marteau d'Ereziah,190,Alignement
17802,Bouclier du Kimbo,1,Bouclier d'apparat
17812,Rubis Magique Imprégné,189,Alignement
17805,Matériel de gobelins des glaces,190,Alignement
17807,Matériel de gobelins des glaces,190,Alignement
17810,Prédiction du Mage Hellan,1,Divers
17803,Talisman de Grassimore incomplet,190,Alignement
17801,Bouclier de Merkator,1,Bouclier d'apparat
17800,Skeunklier,1,Bouclier d'apparat
17846,Bâlnéton,1,Arme d'apparat
17849,Sandalnéaires,40,Bottes
17847,Cabalnéaire,1,Cape d'apparat
17851,Jus de poisson asphyxiant,130,Liquide
17840,Harnachement de Dragodinde Royal,60,Harnachements de Dragodinde
17852,Jus de poisson pestilentiel,200,Liquide
17854,La Grosse Évasion,1,Document
17850,Jus de poisson abominable,60,Liquide
17839,Harnachement de Dragodinde Abraknyde,60,Harnachements de Dragodinde
17853,Jus de poisson méphitique,200,Liquide
17833,Titcham,60,Familier
17858,Recette de la Clef du Temple Maudit,186,Alignement
17838,Harnachement de Dragodinde Pilote,60,Harnachements de Dragodinde
17857,Coffre d'Araknas,186,Coffre
17848,Coiffleur de l'Été,1,Chapeau d'apparat
17855,Carte d'Araknas,186,Carte
17856,Mode d'emploi des Pierres Sacrées d'Araknas,186,Alignement
17859,Bienfaisant,1,Parchemin d'attitude
17884,Muldo Prune,60,Certificat de Muldo
17887,Muldo Indigo et Pourpre,60,Certificat de Muldo
17889,Muldo Orchidée et Pourpre,60,Certificat de Muldo
17876,Muldo Ebène,60,Certificat de Muldo
17868,Plombs de plongée,200,Ressources diverses
17863,Perle des profondeurs,1,Jetons
17862,Crystal mauve,1,Sufokia
17866,Steamopompe,200,Ressources diverses
17875,Muldo Orchidée,60,Certificat de Muldo
17888,Muldo Ebène et Pourpre,60,Certificat de Muldo
17879,Muldo Doré,60,Certificat de Muldo
17865,Marque des grands fonds,200,Ressources diverses
17871,Topo,1,Personnage suiveur
17873,Foudroyé,1,Malédiction
17882,Muldo Ivoire,60,Certificat de Muldo
17860,Vieux luth,1,Sufokia
17861,Fée d'artifice sufokienne,1,Sufokia
17867,Hélice en laiton,200,Ressources diverses
17881,Muldo Amande,60,Certificat de Muldo
17874,Muldo Ebène et Indigo,60,Certificat de Muldo
17864,Ambre gris,200,Ressources diverses
17877,Muldo Indigo,60,Certificat de Muldo
17872,Coup de jus,1,Malédiction
17869,Filtre à frousse,200,Ressources diverses
17878,Muldo Pourpre,60,Certificat de Muldo
17870,Socle en coquillage,200,Ressources diverses
17886,Muldo Doré et Pourpre,60,Certificat de Muldo
17880,Muldo Roux,60,Certificat de Muldo
17883,Muldo Turquoise,60,Certificat de Muldo
17885,Muldo Emeraude,60,Certificat de Muldo
17907,Muldo Indigo et Ivoire,60,Certificat de Muldo
17903,Muldo Ebène et Amande,60,Certificat de Muldo
17909,Muldo Doré et Ivoire,60,Certificat de Muldo
17908,Muldo Ebène et Ivoire,60,Certificat de Muldo
17915,Muldo Turquoise et Indigo,60,Certificat de Muldo
17912,Muldo Turquoise et Ivoire,60,Certificat de Muldo
